GEOID_bg,market_area,year_qu,R_quarter,R_year,rent_bg,rent_ma,N,GISJOIN_proj,year_qu_text
211110000000.0,Downtown,17,Q1,2018,1356.0,1140.0,516,G21011100059023,Q1_2018
211110000000.0,Downtown,17,Q1,2018,1092.0,1140.0,590,G21011100062001,Q1_2018
211110000000.0,Downtown,17,Q1,2018,1030.0,1140.0,516,G21011100062002,Q1_2018
211110000000.0,Southeast Core,17,Q1,2018,1039.0,949.0,123,G21011100063001,Q1_2018
211110000000.0,Southeast Core,17,Q1,2018,1050.0,949.0,109,G21011100063002,Q1_2018
211110000000.0,Southeast Core,17,Q1,2018,1132.0,949.0,168,G21011100064001,Q1_2018
211110000000.0,Southeast Core,17,Q1,2018,1202.0,949.0,158,G21011100064002,Q1_2018
211110000000.0,University,17,Q1,2018,995.0,950.0,311,G21011100065001,Q1_2018
211110000000.0,University,17,Q1,2018,1094.0,950.0,97,G21011100065002,Q1_2018
211110000000.0,University,17,Q1,2018,862.5,950.0,100,G21011100065003,Q1_2018
211110000000.0,University,17,Q1,2018,825.0,950.0,47,G21011100065004,Q1_2018
211110000000.0,University,17,Q1,2018,1000.0,950.0,332,G21011100066001,Q1_2018
211110000000.0,University,17,Q1,2018,850.0,950.0,106,G21011100066002,Q1_2018
211110000000.0,Southeast Core,17,Q1,2018,776.0,949.0,76,G21011100068001,Q1_2018
211110000000.0,Southeast Core,17,Q1,2018,809.0,949.0,55,G21011100068002,Q1_2018
211110000000.0,Southeast Core,17,Q1,2018,804.5,949.0,58,G21011100068003,Q1_2018
211110000000.0,Southeast Core,17,Q1,2018,1094.0,949.0,105,G21011100069001,Q1_2018
211110000000.0,Southeast Core,17,Q1,2018,809.0,949.0,45,G21011100069002,Q1_2018
211110000000.0,Southeast Core,17,Q1,2018,809.0,949.0,37,G21011100069003,Q1_2018
211110000000.0,Southeast Core,17,Q1,2018,809.0,949.0,50,G21011100070001,Q1_2018
211110000000.0,Southeast Core,17,Q1,2018,752.0,949.0,67,G21011100070002,Q1_2018
211110000000.0,University,17,Q1,2018,720.0,950.0,40,G21011100071021,Q1_2018
211110000000.0,University,17,Q1,2018,750.0,950.0,83,G21011100071022,Q1_2018
211110000000.0,University,17,Q1,2018,820.0,950.0,119,G21011100071023,Q1_2018
211110000000.0,University,17,Q1,2018,725.0,950.0,54,G21011100071024,Q1_2018
211110000000.0,University,17,Q1,2018,752.0,950.0,72,G21011100071025,Q1_2018
211110000000.0,Northeast Core,17,Q1,2018,1062.5,1045.0,204,G21011100074001,Q1_2018
211110000000.0,Northeast Core,17,Q1,2018,1020.0,1045.0,178,G21011100074002,Q1_2018
211110000000.0,Northeast Core,17,Q1,2018,950.0,1045.0,146,G21011100076011,Q1_2018
211110000000.0,Northeast Core,17,Q1,2018,829.0,1045.0,45,G21011100076012,Q1_2018
211110000000.0,Northeast Core,17,Q1,2018,950.0,1045.0,146,G21011100076021,Q1_2018
211110000000.0,Northeast Core,17,Q1,2018,950.0,1045.0,146,G21011100076022,Q1_2018
211110000000.0,Northeast Core,17,Q1,2018,850.0,1045.0,80,G21011100076031,Q1_2018
211110000000.0,Northeast Core,17,Q1,2018,850.0,1045.0,74,G21011100076032,Q1_2018
211110000000.0,Northeast Core,17,Q1,2018,850.0,1045.0,80,G21011100076033,Q1_2018
211110000000.0,Northeast Core,17,Q1,2018,965.0,1045.0,111,G21011100079002,Q1_2018
211110000000.0,Northeast Core,17,Q1,2018,1065.0,1045.0,189,G21011100081001,Q1_2018
211110000000.0,Northeast Core,17,Q1,2018,1149.0,1045.0,269,G21011100081002,Q1_2018
211110000000.0,Northeast Core,17,Q1,2018,1299.0,1045.0,456,G21011100081003,Q1_2018
211110000000.0,Southeast Core,17,Q1,2018,1229.0,949.0,132,G21011100082011,Q1_2018
211110000000.0,Southeast Core,17,Q1,2018,1199.5,949.0,204,G21011100082021,Q1_2018
211110000000.0,Southeast Core,17,Q1,2018,1144.0,949.0,153,G21011100082022,Q1_2018
211110000000.0,Southeast Core,17,Q1,2018,1112.0,949.0,80,G21011100083002,Q1_2018
211110000000.0,Southeast Core,17,Q1,2018,882.5,949.0,56,G21011100083003,Q1_2018
211110000000.0,Southeast Core,17,Q1,2018,720.0,949.0,49,G21011100093003,Q1_2018
211110000000.0,Southeast Core,17,Q1,2018,659.0,949.0,59,G21011100096001,Q1_2018
211110000000.0,East Core,17,Q1,2018,883.0,939.0,352,G21011100099001,Q1_2018
211110000000.0,East Core,17,Q1,2018,910.0,939.0,90,G21011100099002,Q1_2018
211110000000.0,East Core,17,Q1,2018,963.0,939.0,47,G21011100099003,Q1_2018
211110000000.0,East Metro,17,Q1,2018,874.0,975.0,348,G21011100100041,Q1_2018
211110000000.0,East Metro,17,Q1,2018,880.5,975.0,308,G21011100100042,Q1_2018
211110000000.0,East Metro,17,Q1,2018,893.0,975.0,616,G21011100100043,Q1_2018
211110000000.0,East Metro,17,Q1,2018,883.0,975.0,351,G21011100100044,Q1_2018
211110000000.0,East Metro,17,Q1,2018,928.0,975.0,405,G21011100100054,Q1_2018
211110000000.0,East Metro,17,Q1,2018,949.0,975.0,351,G21011100100055,Q1_2018
211110000000.0,East Metro,17,Q1,2018,945.0,975.0,385,G21011100100063,Q1_2018
211110000000.0,East Metro,17,Q1,2018,980.0,975.0,392,G21011100101021,Q1_2018
211110000000.0,East Metro,17,Q1,2018,926.0,975.0,307,G21011100101031,Q1_2018
211110000000.0,East Metro,17,Q1,2018,917.5,975.0,324,G21011100101032,Q1_2018
211110000000.0,East Metro,17,Q1,2018,899.0,975.0,402,G21011100101033,Q1_2018
211110000000.0,East Metro,17,Q1,2018,899.0,975.0,360,G21011100101034,Q1_2018
211110000000.0,East Metro,17,Q1,2018,883.0,975.0,369,G21011100101041,Q1_2018
211110000000.0,East Metro,17,Q1,2018,890.0,975.0,304,G21011100101042,Q1_2018
211110000000.0,East Metro,17,Q1,2018,880.0,975.0,469,G21011100101043,Q1_2018
211110000000.0,East Metro,17,Q1,2018,959.0,975.0,295,G21011100103091,Q1_2018
211110000000.0,East Metro,17,Q1,2018,943.5,975.0,120,G21011100103092,Q1_2018
211110000000.0,East Metro,17,Q1,2018,938.0,975.0,139,G21011100103093,Q1_2018
211110000000.0,Northeast Metro,17,Q1,2018,1376.0,1310.0,310,G21011100103133,Q1_2018
211110000000.0,Northeast Metro,17,Q1,2018,1376.0,1310.0,310,G21011100103134,Q1_2018
211110000000.0,North Floyd's Fork,17,Q1,2018,930.0,1000.0,409,G21011100103191,Q1_2018
211110000000.0,North Floyd's Fork,17,Q1,2018,1343.0,1000.0,337,G21011100103192,Q1_2018
211110000000.0,North Floyd's Fork,17,Q1,2018,938.0,1000.0,399,G21011100103193,Q1_2018
211110000000.0,North Floyd's Fork,17,Q1,2018,896.0,1000.0,212,G21011100103202,Q1_2018
211110000000.0,North Floyd's Fork,17,Q1,2018,886.0,1000.0,146,G21011100103203,Q1_2018
211110000000.0,North Floyd's Fork,17,Q1,2018,1376.0,1000.0,310,G21011100103231,Q1_2018
211110000000.0,North Floyd's Fork,17,Q1,2018,825.0,1000.0,92,G21011100103241,Q1_2018
211110000000.0,East Metro,17,Q1,2018,1032.0,975.0,172,G21011100104072,Q1_2018
211110000000.0,East Core,17,Q1,2018,1010.0,939.0,169,G21011100105002,Q1_2018
211110000000.0,East Core,17,Q1,2018,1008.0,939.0,169,G21011100105003,Q1_2018
211110000000.0,East Core,17,Q1,2018,1005.0,939.0,156,G21011100105004,Q1_2018
211110000000.0,East Core,17,Q1,2018,980.0,939.0,214,G21011100106011,Q1_2018
211110000000.0,East Core,17,Q1,2018,1010.0,939.0,169,G21011100106012,Q1_2018
211110000000.0,East Core,17,Q1,2018,930.0,939.0,155,G21011100106021,Q1_2018
211110000000.0,East Core,17,Q1,2018,912.0,939.0,181,G21011100106022,Q1_2018
211110000000.0,East Core,17,Q1,2018,930.0,939.0,154,G21011100106023,Q1_2018
211110000000.0,East Metro,17,Q1,2018,1119.0,975.0,207,G21011100107011,Q1_2018
211110000000.0,East Metro,17,Q1,2018,1066.5,975.0,272,G21011100107012,Q1_2018
211110000000.0,East Metro,17,Q1,2018,1170.0,975.0,273,G21011100107013,Q1_2018
211110000000.0,East Metro,17,Q1,2018,922.5,975.0,108,G21011100107014,Q1_2018
211110000000.0,East Metro,17,Q1,2018,1209.0,975.0,94,G21011100107015,Q1_2018
211110000000.0,Central Taylorsville,17,Q1,2018,994.5,955.0,372,G21011100107021,Q1_2018
211110000000.0,Central Taylorsville,17,Q1,2018,994.5,955.0,372,G21011100107022,Q1_2018
211110000000.0,Central Taylorsville,17,Q1,2018,980.0,955.0,66,G21011100107023,Q1_2018
211110000000.0,East Metro,17,Q1,2018,1016.0,975.0,174,G21011100107061,Q1_2018
211110000000.0,East Metro,17,Q1,2018,975.0,975.0,93,G21011100107071,Q1_2018
211110000000.0,East Metro,17,Q1,2018,1089.0,975.0,201,G21011100107072,Q1_2018
211110000000.0,East Metro,17,Q1,2018,1050.0,975.0,256,G21011100107081,Q1_2018
211110000000.0,East Metro,17,Q1,2018,1065.0,975.0,261,G21011100107082,Q1_2018
211110000000.0,Central Taylorsville,17,Q1,2018,1012.5,955.0,256,G21011100108003,Q1_2018
211110000000.0,Central Bardstown,17,Q1,2018,899.0,825.0,59,G21011100110035,Q1_2018
211110000000.0,Central Bardstown,17,Q1,2018,796.5,825.0,72,G21011100110053,Q1_2018
211110000000.0,Central Taylorsville,17,Q1,2018,807.0,955.0,34,G21011100110091,Q1_2018
211110000000.0,Central Taylorsville,17,Q1,2018,807.0,955.0,62,G21011100110092,Q1_2018
211110000000.0,Central Taylorsville,17,Q1,2018,795.0,955.0,58,G21011100110093,Q1_2018
211110000000.0,Central Bardstown,17,Q1,2018,835.0,825.0,525,G21011100111103,Q1_2018
211110000000.0,Central Taylorsville,17,Q1,2018,990.0,955.0,285,G21011100111112,Q1_2018
211110000000.0,Central Taylorsville,17,Q1,2018,965.0,955.0,317,G21011100111113,Q1_2018
211110000000.0,Central Taylorsville,17,Q1,2018,990.0,955.0,285,G21011100111121,Q1_2018
211110000000.0,Central Taylorsville,17,Q1,2018,993.0,955.0,368,G21011100111122,Q1_2018
211110000000.0,Central Taylorsville,17,Q1,2018,735.0,955.0,47,G21011100111181,Q1_2018
211110000000.0,Central Taylorsville,17,Q1,2018,735.0,955.0,47,G21011100111182,Q1_2018
211110000000.0,Central Bardstown,17,Q1,2018,659.0,825.0,74,G21011100112021,Q1_2018
211110000000.0,Central Bardstown,17,Q1,2018,836.0,825.0,519,G21011100115064,Q1_2018
211110000000.0,Central Bardstown,17,Q1,2018,835.0,825.0,525,G21011100115092,Q1_2018
211110000000.0,Central Bardstown,17,Q1,2018,835.0,825.0,525,G21011100115093,Q1_2018
211110000000.0,Central Bardstown,17,Q1,2018,830.0,825.0,465,G21011100115153,Q1_2018
211110000000.0,Central Bardstown,17,Q1,2018,829.0,825.0,531,G21011100115154,Q1_2018
211110000000.0,South Floyd's Fork,17,Q1,2018,1031.5,1032.0,156,G21011100116051,Q1_2018
211110000000.0,South Floyd's Fork,17,Q1,2018,1048.5,1032.0,174,G21011100116053,Q1_2018
211110000000.0,McNeely Lake,17,Q1,2018,847.0,850.0,87,G21011100117112,Q1_2018
211110000000.0,South-Central Dixie,17,Q1,2018,1063.0,938.0,112,G21011100121051,Q1_2018
211110000000.0,South-Central Dixie,17,Q1,2018,1054.0,938.0,116,G21011100121053,Q1_2018
211110000000.0,South-Central Dixie,17,Q1,2018,1052.0,938.0,115,G21011100121054,Q1_2018
211110000000.0,South-Central Dixie,17,Q1,2018,1073.0,938.0,113,G21011100121081,Q1_2018
211110000000.0,South-Central Dixie,17,Q1,2018,1073.0,938.0,111,G21011100121091,Q1_2018
211110000000.0,South-Central Dixie,17,Q1,2018,1056.0,938.0,111,G21011100121092,Q1_2018
211110000000.0,South-Central Dixie,17,Q1,2018,726.0,938.0,86,G21011100122031,Q1_2018
211110000000.0,Iroquois Park,17,Q1,2018,730.0,705.0,89,G21011100122043,Q1_2018
211110000000.0,Iroquois Park,17,Q1,2018,725.0,705.0,101,G21011100123021,Q1_2018
211110000000.0,Iroquois Park,17,Q1,2018,729.0,705.0,86,G21011100123022,Q1_2018
211110000000.0,South-Central Dixie,17,Q1,2018,1056.0,938.0,112,G21011100124092,Q1_2018
211110000000.0,South-Central Dixie,17,Q1,2018,1063.0,938.0,112,G21011100124093,Q1_2018
211110000000.0,South-Central Dixie,17,Q1,2018,728.5,938.0,76,G21011100125021,Q1_2018
211110000000.0,West Core,18,Q2,2018,1167.5,745.0,58,G21011100027001,Q2_2018
211110000000.0,Northwest Core,18,Q2,2018,1050.0,1040.0,243,G21011100030001,Q2_2018
211110000000.0,Northwest Core,18,Q2,2018,1060.0,1040.0,293,G21011100030002,Q2_2018
211110000000.0,West Core,18,Q2,2018,760.0,745.0,33,G21011100035011,Q2_2018
211110000000.0,Downtown,18,Q2,2018,1752.5,1140.0,72,G21011100049000,Q2_2018
211110000000.0,Downtown,18,Q2,2018,1130.0,1140.0,516,G21011100049001,Q2_2018
211110000000.0,Downtown,18,Q2,2018,1065.0,1140.0,299,G21011100049002,Q2_2018
211110000000.0,Downtown,18,Q2,2018,1130.0,1140.0,513,G21011100049003,Q2_2018
211110000000.0,Downtown,18,Q2,2018,1057.5,1140.0,298,G21011100050001,Q2_2018
211110000000.0,Downtown,18,Q2,2018,1055.0,1140.0,298,G21011100050002,Q2_2018
211110000000.0,University,18,Q2,2018,1037.5,990.0,248,G21011100051001,Q2_2018
211110000000.0,University,18,Q2,2018,1029.5,990.0,272,G21011100051002,Q2_2018
211110000000.0,University,18,Q2,2018,1032.5,990.0,266,G21011100051003,Q2_2018
211110000000.0,University,18,Q2,2018,762.5,990.0,38,G21011100052001,Q2_2018
211110000000.0,University,18,Q2,2018,760.0,990.0,34,G21011100052002,Q2_2018
211110000000.0,University,18,Q2,2018,1080.0,990.0,83,G21011100052003,Q2_2018
211110000000.0,University,18,Q2,2018,725.0,990.0,48,G21011100053001,Q2_2018
211110000000.0,University,18,Q2,2018,760.0,990.0,48,G21011100053002,Q2_2018
211110000000.0,Downtown,18,Q2,2018,1135.0,1140.0,526,G21011100059011,Q2_2018
211110000000.0,Downtown,18,Q2,2018,1135.0,1140.0,525,G21011100059012,Q2_2018
211110000000.0,Downtown,18,Q2,2018,1319.5,1140.0,342,G21011100059021,Q2_2018
211110000000.0,Downtown,18,Q2,2018,1437.0,1140.0,367,G21011100059022,Q2_2018
211110000000.0,Downtown,18,Q2,2018,1434.5,1140.0,364,G21011100059023,Q2_2018
211110000000.0,Downtown,18,Q2,2018,1100.0,1140.0,413,G21011100062001,Q2_2018
211110000000.0,Downtown,18,Q2,2018,1050.0,1140.0,385,G21011100062002,Q2_2018
211110000000.0,Southeast Core,18,Q2,2018,1033.0,1089.0,45,G21011100063001,Q2_2018
211110000000.0,Southeast Core,18,Q2,2018,976.0,1089.0,48,G21011100063002,Q2_2018
211110000000.0,Southeast Core,18,Q2,2018,1231.5,1089.0,122,G21011100064001,Q2_2018
211110000000.0,Southeast Core,18,Q2,2018,1244.0,1089.0,119,G21011100064002,Q2_2018
211110000000.0,University,18,Q2,2018,1030.0,990.0,263,G21011100065001,Q2_2018
211110000000.0,University,18,Q2,2018,953.0,990.0,43,G21011100065002,Q2_2018
211110000000.0,University,18,Q2,2018,825.0,990.0,45,G21011100065003,Q2_2018
211110000000.0,University,18,Q2,2018,1030.0,990.0,267,G21011100066001,Q2_2018
211110000000.0,University,18,Q2,2018,800.0,990.0,52,G21011100066002,Q2_2018
211110000000.0,Southeast Core,18,Q2,2018,817.0,1089.0,38,G21011100068001,Q2_2018
211110000000.0,Southeast Core,18,Q2,2018,1079.5,1089.0,38,G21011100069001,Q2_2018
211110000000.0,Southeast Core,18,Q2,2018,817.0,1089.0,34,G21011100070002,Q2_2018
211110000000.0,University,18,Q2,2018,760.0,990.0,51,G21011100071022,Q2_2018
211110000000.0,University,18,Q2,2018,782.5,990.0,60,G21011100071023,Q2_2018
211110000000.0,University,18,Q2,2018,760.0,990.0,33,G21011100071024,Q2_2018
211110000000.0,University,18,Q2,2018,780.0,990.0,42,G21011100071025,Q2_2018
211110000000.0,Northeast Core,18,Q2,2018,1144.0,1114.0,158,G21011100074001,Q2_2018
211110000000.0,Northeast Core,18,Q2,2018,965.0,1114.0,73,G21011100074002,Q2_2018
211110000000.0,Northeast Core,18,Q2,2018,916.0,1114.0,72,G21011100076011,Q2_2018
211110000000.0,Northeast Core,18,Q2,2018,923.0,1114.0,63,G21011100076021,Q2_2018
211110000000.0,Northeast Core,18,Q2,2018,923.0,1114.0,64,G21011100076022,Q2_2018
211110000000.0,Northeast Core,18,Q2,2018,908.0,1114.0,39,G21011100076031,Q2_2018
211110000000.0,Northeast Core,18,Q2,2018,908.0,1114.0,37,G21011100076032,Q2_2018
211110000000.0,Northeast Core,18,Q2,2018,908.0,1114.0,40,G21011100076033,Q2_2018
211110000000.0,Northeast Core,18,Q2,2018,916.0,1114.0,47,G21011100079002,Q2_2018
211110000000.0,Northeast Core,18,Q2,2018,1204.0,1114.0,139,G21011100081001,Q2_2018
211110000000.0,Northeast Core,18,Q2,2018,1219.0,1114.0,164,G21011100081002,Q2_2018
211110000000.0,Northeast Core,18,Q2,2018,1326.0,1114.0,324,G21011100081003,Q2_2018
211110000000.0,Southeast Core,18,Q2,2018,1254.5,1089.0,92,G21011100082011,Q2_2018
211110000000.0,Southeast Core,18,Q2,2018,1229.0,1089.0,142,G21011100082021,Q2_2018
211110000000.0,Southeast Core,18,Q2,2018,1204.0,1089.0,103,G21011100082022,Q2_2018
211110000000.0,East Core,18,Q2,2018,903.0,975.0,311,G21011100099001,Q2_2018
211110000000.0,East Core,18,Q2,2018,884.0,975.0,52,G21011100099002,Q2_2018
211110000000.0,East Metro,18,Q2,2018,878.0,1029.0,196,G21011100100041,Q2_2018
211110000000.0,East Metro,18,Q2,2018,878.0,1029.0,191,G21011100100042,Q2_2018
211110000000.0,East Metro,18,Q2,2018,898.0,1029.0,297,G21011100100043,Q2_2018
211110000000.0,East Metro,18,Q2,2018,878.0,1029.0,194,G21011100100044,Q2_2018
211110000000.0,East Metro,18,Q2,2018,952.5,1029.0,148,G21011100100054,Q2_2018
211110000000.0,East Metro,18,Q2,2018,965.0,1029.0,117,G21011100100055,Q2_2018
211110000000.0,East Metro,18,Q2,2018,955.0,1029.0,142,G21011100100063,Q2_2018
211110000000.0,East Metro,18,Q2,2018,1063.0,1029.0,173,G21011100101021,Q2_2018
211110000000.0,East Metro,18,Q2,2018,965.0,1029.0,117,G21011100101031,Q2_2018
211110000000.0,East Metro,18,Q2,2018,955.0,1029.0,121,G21011100101032,Q2_2018
211110000000.0,East Metro,18,Q2,2018,952.5,1029.0,150,G21011100101033,Q2_2018
211110000000.0,East Metro,18,Q2,2018,952.5,1029.0,130,G21011100101034,Q2_2018
211110000000.0,East Metro,18,Q2,2018,903.0,1029.0,313,G21011100101041,Q2_2018
211110000000.0,East Metro,18,Q2,2018,987.5,1029.0,234,G21011100101042,Q2_2018
211110000000.0,East Metro,18,Q2,2018,894.5,1029.0,280,G21011100101043,Q2_2018
211110000000.0,East Metro,18,Q2,2018,1150.5,1029.0,126,G21011100103091,Q2_2018
211110000000.0,East Metro,18,Q2,2018,1053.0,1029.0,37,G21011100103092,Q2_2018
211110000000.0,East Metro,18,Q2,2018,1040.5,1029.0,42,G21011100103093,Q2_2018
211110000000.0,Northeast Metro,18,Q2,2018,1446.0,1323.5,221,G21011100103133,Q2_2018
211110000000.0,Northeast Metro,18,Q2,2018,1446.0,1323.5,221,G21011100103134,Q2_2018
211110000000.0,North Floyd's Fork,18,Q2,2018,1080.0,1171.0,215,G21011100103191,Q2_2018
211110000000.0,North Floyd's Fork,18,Q2,2018,1381.5,1171.0,232,G21011100103192,Q2_2018
211110000000.0,North Floyd's Fork,18,Q2,2018,1078.5,1171.0,214,G21011100103193,Q2_2018
211110000000.0,North Floyd's Fork,18,Q2,2018,878.0,1171.0,71,G21011100103202,Q2_2018
211110000000.0,North Floyd's Fork,18,Q2,2018,944.0,1171.0,97,G21011100103203,Q2_2018
211110000000.0,North Floyd's Fork,18,Q2,2018,1446.0,1171.0,221,G21011100103231,Q2_2018
211110000000.0,North Floyd's Fork,18,Q2,2018,858.5,1171.0,56,G21011100103241,Q2_2018
211110000000.0,East Metro,18,Q2,2018,1185.0,1029.0,183,G21011100104072,Q2_2018
211110000000.0,East Core,18,Q2,2018,1030.0,975.0,199,G21011100105002,Q2_2018
211110000000.0,East Core,18,Q2,2018,1030.0,975.0,199,G21011100105003,Q2_2018
211110000000.0,East Core,18,Q2,2018,1030.0,975.0,189,G21011100105004,Q2_2018
211110000000.0,East Core,18,Q2,2018,1032.5,975.0,302,G21011100106011,Q2_2018
211110000000.0,East Core,18,Q2,2018,1030.0,975.0,199,G21011100106012,Q2_2018
211110000000.0,East Core,18,Q2,2018,1037.5,975.0,266,G21011100106021,Q2_2018
211110000000.0,East Core,18,Q2,2018,1040.0,975.0,257,G21011100106022,Q2_2018
211110000000.0,East Core,18,Q2,2018,1047.5,975.0,252,G21011100106023,Q2_2018
211110000000.0,East Metro,18,Q2,2018,1190.0,1029.0,141,G21011100107011,Q2_2018
211110000000.0,East Metro,18,Q2,2018,1050.0,1029.0,287,G21011100107012,Q2_2018
211110000000.0,East Metro,18,Q2,2018,1199.0,1029.0,260,G21011100107013,Q2_2018
211110000000.0,East Metro,18,Q2,2018,1055.0,1029.0,153,G21011100107014,Q2_2018
211110000000.0,East Metro,18,Q2,2018,1250.0,1029.0,63,G21011100107015,Q2_2018
211110000000.0,Central Taylorsville,18,Q2,2018,1070.5,1050.0,448,G21011100107021,Q2_2018
211110000000.0,Central Taylorsville,18,Q2,2018,1070.5,1050.0,448,G21011100107022,Q2_2018
211110000000.0,Central Taylorsville,18,Q2,2018,1082.5,1050.0,128,G21011100107023,Q2_2018
211110000000.0,East Metro,18,Q2,2018,1062.0,1029.0,94,G21011100107061,Q2_2018
211110000000.0,East Metro,18,Q2,2018,980.0,1029.0,61,G21011100107071,Q2_2018
211110000000.0,East Metro,18,Q2,2018,1119.0,1029.0,129,G21011100107072,Q2_2018
211110000000.0,East Metro,18,Q2,2018,1117.0,1029.0,145,G21011100107081,Q2_2018
211110000000.0,East Metro,18,Q2,2018,1124.0,1029.0,160,G21011100107082,Q2_2018
211110000000.0,Central Taylorsville,18,Q2,2018,1094.0,1050.0,83,G21011100108001,Q2_2018
211110000000.0,Central Taylorsville,18,Q2,2018,1125.0,1050.0,257,G21011100108003,Q2_2018
211110000000.0,Central Bardstown,18,Q2,2018,939.0,837.0,33,G21011100110035,Q2_2018
211110000000.0,Central Bardstown,18,Q2,2018,899.0,837.0,37,G21011100110053,Q2_2018
211110000000.0,Central Bardstown,18,Q2,2018,843.0,837.0,450,G21011100111103,Q2_2018
211110000000.0,Central Taylorsville,18,Q2,2018,1120.0,1050.0,257,G21011100111112,Q2_2018
211110000000.0,Central Taylorsville,18,Q2,2018,1005.0,1050.0,323,G21011100111113,Q2_2018
211110000000.0,Central Taylorsville,18,Q2,2018,1120.0,1050.0,257,G21011100111121,Q2_2018
211110000000.0,Central Taylorsville,18,Q2,2018,1065.0,1050.0,449,G21011100111122,Q2_2018
211110000000.0,Central Bardstown,18,Q2,2018,663.0,837.0,31,G21011100112021,Q2_2018
211110000000.0,Central Bardstown,18,Q2,2018,844.0,837.0,446,G21011100115064,Q2_2018
211110000000.0,Central Bardstown,18,Q2,2018,843.0,837.0,450,G21011100115092,Q2_2018
211110000000.0,Central Bardstown,18,Q2,2018,843.0,837.0,450,G21011100115093,Q2_2018
211110000000.0,Central Bardstown,18,Q2,2018,843.5,837.0,438,G21011100115153,Q2_2018
211110000000.0,Central Bardstown,18,Q2,2018,843.0,837.0,460,G21011100115154,Q2_2018
211110000000.0,South Floyd's Fork,18,Q2,2018,1141.0,1152.0,117,G21011100116051,Q2_2018
211110000000.0,South Floyd's Fork,18,Q2,2018,1166.0,1152.0,146,G21011100116053,Q2_2018
211110000000.0,McNeely Lake,18,Q2,2018,1080.0,1085.0,82,G21011100117112,Q2_2018
211110000000.0,McNeely Lake,18,Q2,2018,1095.0,1085.0,70,G21011100117113,Q2_2018
211110000000.0,McNeely Lake,18,Q2,2018,1095.0,1085.0,73,G21011100117122,Q2_2018
211110000000.0,South-Central Dixie,18,Q2,2018,1049.0,1024.5,253,G21011100121051,Q2_2018
211110000000.0,South-Central Dixie,18,Q2,2018,1049.0,1024.5,253,G21011100121053,Q2_2018
211110000000.0,South-Central Dixie,18,Q2,2018,1049.0,1024.5,253,G21011100121054,Q2_2018
211110000000.0,South-Central Dixie,18,Q2,2018,1050.5,1024.5,254,G21011100121081,Q2_2018
211110000000.0,South-Central Dixie,18,Q2,2018,1050.5,1024.5,254,G21011100121091,Q2_2018
211110000000.0,South-Central Dixie,18,Q2,2018,1049.0,1024.5,254,G21011100121092,Q2_2018
211110000000.0,South-Central Dixie,18,Q2,2018,740.0,1024.5,130,G21011100122031,Q2_2018
