GISJOIN_proj,GEOID,GISJOIN_CT,pop_00,pop_white_00,pop_black_00,pop_indigenous_00,pop_asian_00,pop_other_00,pop_latino_00,pop_10,pop_white_10,pop_black_10,pop_indigenous_10,pop_asian_10,pop_other_10,pop_latino_10,pop_20,pop_white_20,pop_black_20,pop_indigenous_20,pop_asian_20,pop_other_20,pop_latino_20,pop_change00_10,pop_change10_20,white_change00_10,white_change10_20,black_change00_10,black_change10_20,latino_change00_10,latino_change10_20,blackpct_ch_00_20,median_rent_10,median_rent_20,median_hv_10,median_hv_20,median_hhinc_10,median_hhinc_20,adult_college_above_10,adult_over25_10,renters_10,HU_10,HU_vacant_10,HH_10,hi_inc_hh_10,lo_inc_hh_10,adult_college_above_20,adult_over25_20,renters_20,HU_20,HU_vacant_20,HH_20,hi_inc_hh_20,lo_inc_hh_20,GEOID_bg,rent_bg_Q3_2017,rent_bg_Q3_2024,rent_ma_Q3_2017,rent_ma_Q3_2024,permits_N,affordable_units,vacancy_Ch,HH_ch,HU_ch,housing_tightness,HH_p_ch,HU_p_ch,renter_p_10,renter_p_20,renter_p_ch,college_edu,hi_inc_ch,hi_inc_ch_pop,lo_inc_ch,lo_inc_ch_pop,hhinc_ch,pop_la,all_renters_ct,renters30_ct,renters50_ct,renters60_ct,renters70_ct,renters80_ct,rank_renter_p,rank_housing_tight,rank_hh_growth,rank_vacant_ch,rank_college,rank_hhinc,rank_hi_inc,rank_lo_inc,rank_rents,rank_rents2,rank_HV,rank_permits,owner_20_ct,hi_all,med_all,h1,h2,h3,m1,m2,risk_level
G21011100121073,1500000US211110121073,G2101110012107,,,,,,,,918,918,0,0,0,0,0,439,435,0,0,0,4,0,,-479,,-483,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,1000,,,,,,,,low
G21011100121074,1500000US211110121074,G2101110012107,,,,,,,,1019,913,8,0,0,0,98,1243,883,0,0,0,7,353,,224,,-30,,-8,,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1000,,,,,,,,low
G21011100121081,1500000US211110121081,G2101110012108,,,,,,,,2027,1959,38,14,0,10,6,1717,1492,26,0,44,103,52,,-310,,-467,,-12,,46,,,,111056.69230769231,165405.97674418605,37726.27272727273,60861.06896551724,59.0,1369.0,435.0,881.0,61.0,820.0,162.0,273.0,158.0,1050.0,269.0,733.0,97.0,636.0,111.0,264.0,211110000000.0,948.0,1338.0,810.0,1389.0,20.0,,0.06309337801363638,-184.0,-148.0,0.04911323328785812,-0.22439024390243903,-0.16799091940976163,0.5304878048780488,0.4229559748427673,-0.1075318300352815,0.10737903927093118,-0.023032673722963665,-51.0,0.08216751035434883,-9.0,0.6132277207846223,1.0,,,,,,,91.0,18.0,4.0,15.0,77.0,68.0,49.0,86.0,,54.0,57.0,22.0,1000,1.0,0.0,1.0,0.0,1.0,0.0,0.0,high
G21011100122051,1500000US211110122051,G2101110012205,,,,,,,,1516,1070,183,27,31,195,10,1847,1158,376,0,82,189,42,,331,,88,,193,,32,,,,137738.42615904802,145832.33333333334,53781.19764222459,40672.07692307692,111.24489796,1037.2040816439999,87.1457489792,535.6086206967,15.6396551729,519.9689655238,158.9413793114,163.90689655339997,130.0,783.0,296.0,659.0,0.0,659.0,84.0,322.0,,,,,,30.0,144.0,-0.029199782394384376,139.03103447620003,123.39137930330003,-0.023732405421699555,0.2673833318804799,0.23037601437930005,0.16759798133608259,0.44916540212443096,0.2815674207883484,0.058773507605437036,-0.17820888449978953,-74.9413793114,0.17339473646124853,158.09310344660003,-0.24374914084946786,1.0,,,,,,,3.0,53.0,85.0,59.0,57.0,1.0,12.0,99.0,,,9.0,38.0,1000,,,,,,,,low
G21011100122061,1500000US211110122061,G2101110012206,,,,,,,,1528,1049,281,0,94,0,104,1104,522,226,0,17,50,289,,-424,,-527,,-55,,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,1000,,,,,,,,low
G21011100122062,1500000US211110122062,G2101110012206,,,,,,,,765,501,94,0,0,0,170,286,286,0,0,0,0,0,,-479,,-215,,-94,,-170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,1000,,,,,,,,low
G21011100122063,1500000US211110122063,G2101110012206,,,,,,,,1243,917,290,0,13,23,0,3220,2184,295,4,527,210,0,,1977,,1267,,5,,0,,,,126799.0,195638.53488372092,43077.04581689527,74216.03296703297,397.102040816,3161.7183673423997,757.4453441328001,2074.3465517077,146.8741379299,1927.4724137778,320.0034482734,726.4172413754,810.0,3280.0,477.0,1913.0,56.0,1857.0,726.0,585.0,,,,,,46.0,,-0.041531622047374345,-70.47241377780006,-161.3465517077002,-0.04750346990585475,-0.03656208684184268,-0.077781868981763,0.39297337731969156,0.2568659127625202,-0.13610746455717138,0.12135431470318572,0.22493082692087302,405.9965517266,-0.06185132531654319,-141.41724137539995,0.7228672848759898,4.0,,,,,,,96.0,73.0,29.0,69.0,83.0,76.0,99.0,34.0,,,68.0,56.0,1000,1.0,1.0,1.0,0.0,1.0,0.0,1.0,medium
G21011100122064,1500000US211110122064,G2101110012206,,,,,,,,1059,799,187,0,44,15,14,698,166,94,0,196,242,0,,-361,,-633,,-93,,-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,1000,,,,,,,,low
G21011100124091,1500000US211110124091,G2101110012409,,,,,,,,1220,845,315,0,0,0,60,967,764,77,0,0,9,117,,-253,,-81,,-238,,57,,,,,,,,,,,,,,,,,,,,,,,,211110000000.0,977.0,1500.0,810.0,1389.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.0,,27.0,1000,,,,,,,,low
G21011100124092,1500000US211110124092,G2101110012409,,,,,,,,1300,1139,98,0,0,63,0,1722,1115,64,0,0,69,474,,422,,-24,,-34,,474,,,,96651.36051502146,135905.86274509804,34440.17647058824,61616.64705882353,98.0,2316.0,382.0,1379.0,75.0,1304.0,139.0,565.0,354.0,2351.0,233.0,1403.0,100.0,1303.0,232.0,421.0,211110000000.0,929.0,1398.0,810.0,1389.0,29.0,,0.016888600362736643,-1.0,24.0,0.01781895937277263,-0.0007668711656441718,0.01740391588107324,0.2929447852760736,0.17881811204911743,-0.11412667322695616,0.108259888674132,0.07145556031621222,93.0,-0.11018167136716117,-144.0,0.7890920829469001,3.0,,,,,,,95.0,29.0,37.0,29.0,78.0,80.0,86.0,21.0,,70.0,47.0,37.0,1000,1.0,0.0,1.0,0.0,1.0,0.0,0.0,high
G21011100124093,1500000US211110124093,G2101110012409,,,,,,,,934,918,0,0,0,0,16,714,535,40,0,0,0,139,,-220,,-383,,40,,123,,,,,,,,,,,,,,,,,,,,,,,,211110000000.0,936.5,1500.0,810.0,1389.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.0,,28.0,1000,,,,,,,,low
G21011100124101,1500000US211110124101,G2101110012410,,,,,,,,2459,1973,449,0,0,31,6,3361,2175,1145,0,0,12,29,,902,,202,,696,,23,,,,148843.53781512607,223048.13294797688,44387.489208633095,81448.46808510639,337.0,3084.0,421.0,1847.0,43.0,1804.0,600.0,694.0,634.0,3106.0,504.0,1862.0,105.0,1757.0,645.0,760.0,211110000000.0,760.0,1532.5,810.0,1389.0,43.0,88.0,0.033109981233538636,-47.0,15.0,0.03329752953813104,-0.026053215077605323,0.008121277747698972,0.23337028824833703,0.2868525896414343,0.05348230139309726,0.09484738546288804,0.03450878147214753,45.0,0.047854827127978394,66.0,0.8349419968828775,2.0,,,,,,,33.0,23.0,31.0,20.0,70.0,82.0,77.0,77.0,,98.0,60.0,52.0,1000,1.0,1.0,1.0,0.0,0.0,1.0,0.0,medium
G21011100124102,1500000US211110124102,G2101110012410,,,,,,,,1933,1332,589,0,0,0,12,1228,727,247,0,0,24,230,,-705,,-605,,-342,,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,1000,,,,,,,,low
G21011100124121,1500000US211110124121,G2101110012412,,,,,,,,1956,1643,313,0,0,0,0,1598,1032,301,0,144,15,106,,-358,,-611,,-12,,106,,,,134511.19512195123,198645.90721649484,55499.0,68264.30612244898,457.0,2566.0,324.0,1385.0,23.0,1362.0,424.0,368.0,514.0,2293.0,193.0,1258.0,44.0,1214.0,240.0,341.0,211110000000.0,1022.5,1000.0,810.0,1389.0,107.0,,0.018369654428265596,-148.0,-127.0,0.016693163751987282,-0.10866372980910426,-0.09169675090252707,0.23788546255506607,0.15897858319604613,-0.07890687935901994,0.04606228111650934,-0.11361332665645779,-184.0,0.010698725345758164,-27.0,0.2300096600380003,2.0,,,,,,,81.0,31.0,17.0,26.0,47.0,27.0,19.0,62.0,,4.0,56.0,86.0,1000,,,,,,,,low
G21011100124122,1500000US211110124122,G2101110012412,,,,,,,,2021,1676,309,0,0,0,36,1340,706,515,0,0,85,34,,-681,,-970,,206,,-2,,,,,,,,,,,,,,,,,,,,,,,,211110000000.0,710.0,990.0,810.0,1389.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,,63.0,1000,,,,,,,,low
G21011100124131,1500000US211110124131,G2101110012413,,,,,,,,1799,1371,428,0,0,0,0,1479,1160,214,0,0,92,13,,-320,,-211,,-214,,13,,,,,,,,,,,,,,,,,,,,,,,,211110000000.0,760.0,1545.0,810.0,1389.0,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,73.0,1000,,,,,,,,low
G21011100124132,1500000US211110124132,G2101110012413,,,,,,,,1249,947,279,0,0,23,0,2432,1880,457,0,0,65,30,,1183,,933,,178,,30,,,,117237.26714801445,144821.4852071006,51989.74074074074,60215.76300578035,191.0,2010.0,273.0,1207.0,0.0,1207.0,269.0,326.0,195.0,2433.0,255.0,1641.0,290.0,1351.0,423.0,776.0,,,,,,24.0,,0.17672151127361366,144.0,434.0,0.17672151127361366,0.11930405965202982,0.3595691797845899,0.22618061309030654,0.18874907475943745,-0.037431538330869096,-0.01487691014716798,0.09023479493234937,154.0,0.3042982061831519,450.0,0.15822395241516274,2.0,,,,,,,63.0,1.0,61.0,2.0,19.0,19.0,90.0,100.0,,,15.0,28.0,1000,,,,,,,,low
G21011100125011,1500000US211110125011,G2101110012501,,,,,,,,669,445,189,0,6,29,0,545,134,339,0,0,72,0,,-124,,-311,,150,,0,,,,,,,,,,,,,,,,,,,,,,,,211110000000.0,647.5,1075.0,750.0,1145.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0,,30.0,1000,,,,,,,,low
G21011100125012,1500000US211110125012,G2101110012501,,,,,,,,1611,1189,352,0,50,14,6,1637,945,624,0,0,53,15,,26,,-244,,272,,9,,,,99570.42857142858,153765.02564102563,33145.06741573034,33244.192307692305,149.0,1689.0,612.0,1174.0,114.0,1060.0,135.0,474.0,229.0,1830.0,956.0,1435.0,108.0,1327.0,152.0,742.0,211110000000.0,650.0,1325.0,750.0,1145.0,30.0,,-0.021842594186467543,267.0,261.0,-0.004181184668989547,0.2518867924528302,0.2223168654173765,0.5773584905660377,0.720422004521477,0.14306351395543926,0.036918731619252826,-0.012814406165133435,17.0,0.1119861796362912,268.0,0.002990637814027334,2.0,,,,,,,11.0,42.0,83.0,48.0,38.0,6.0,57.0,92.0,,100.0,70.0,38.0,1000,1.0,1.0,1.0,0.0,0.0,1.0,0.0,medium
G21011100126031,1500000US211110126031,G2101110012603,,,,,,,,1128,609,468,9,0,42,0,1306,489,483,6,0,199,129,,178,,-120,,15,,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,1000,,,,,,,,low
G21011100126032,1500000US211110126032,G2101110012603,,,,,,,,1372,538,661,0,0,164,9,2144,846,1057,0,0,28,213,,772,,308,,396,,204,,,,98526.39726027397,147499.0,38714.27777777778,56462.41463414634,314.0,1682.0,400.0,1142.0,49.0,1093.0,213.0,456.0,287.0,2387.0,445.0,1331.0,8.0,1323.0,320.0,465.0,,,,,,42.0,,-0.03689666197807634,230.0,189.0,-0.030803906836964687,0.21043000914913082,0.16549912434325745,0.36596523330283626,0.3363567649281935,-0.02960846837464276,-0.06644791670298938,0.04699804085505302,107.0,-0.06572644306273895,9.0,0.45843905337053953,2.0,,,,,,,61.0,60.0,76.0,64.0,5.0,56.0,79.0,32.0,,,59.0,51.0,1000,1.0,0.0,1.0,0.0,1.0,0.0,0.0,high
G21011100126051,1500000US211110126051,G2101110012605,,,,,,,,2176,411,1456,0,48,81,180,1930,318,1528,0,0,23,61,,-246,,-93,,72,,-119,,,,117732.43373493975,151187.01652892563,33982.87096774194,41665.666666666664,289.0,2490.0,512.0,1426.0,17.0,1409.0,315.0,608.0,426.0,2494.0,699.0,1570.0,0.0,1570.0,278.0,753.0,,,,,,39.0,,-0.011921458625525946,161.0,144.0,-0.010828025477707006,0.11426543647977289,0.10098176718092566,0.3633782824698368,0.44522292993630574,0.08184464746646897,0.05474568683716423,-0.04649274680963597,-37.0,0.04810612396197328,145.0,0.22607847660127298,3.0,,,,,,,23.0,46.0,60.0,45.0,53.0,24.0,38.0,79.0,,,25.0,48.0,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low
G21011100126052,1500000US211110126052,G2101110012605,,,,,,,,768,338,431,0,0,0,0,877,130,747,0,0,0,0,,109,,-208,,316,,0,,,,,,,,,,,,,,,,,,,,,,,,211110000000.0,625.0,1000.0,750.0,1145.0,28.0,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0,,34.0,1000,,,,,,,,low
G21011100126053,1500000US211110126053,G2101110012605,,,,,,,,790,347,442,0,0,0,0,513,31,480,0,0,2,0,,-277,,-316,,38,,0,,,,,,,,,,,,,,,,,,,,,,,,211110000000.0,625.0,1000.0,750.0,1145.0,27.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0,,33.0,1000,,,,,,,,low
G21011100127011,1500000US211110127011,G2101110012701,,,,,,,,2500,1307,1084,0,0,57,52,3671,937,2398,0,0,24,312,,1171,,-370,,1314,,260,,,,87141.85714285714,115739.74074074074,31273.50980392157,27186.5,149.0,2529.0,726.0,1775.0,307.0,1468.0,245.0,752.0,164.0,2398.0,1060.0,2053.0,339.0,1714.0,104.0,1110.0,,,,,,46.0,180.0,-0.00783353800347139,246.0,278.0,0.015586945932781296,0.167574931880109,0.15661971830985916,0.494550408719346,0.6184364060676779,0.12388599734833189,0.00947375745769425,-0.10621695350678337,-141.0,0.13534635427430453,358.0,-0.13068599685632584,2.0,,,,,,,13.0,32.0,68.0,44.0,29.0,4.0,22.0,96.0,,,33.0,56.0,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low
G21011100127012,1500000US211110127012,G2101110012701,,,,,,,,886,134,723,0,0,17,12,537,94,442,0,0,1,0,,-349,,-40,,-281,,-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,401.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,1000,,,,,,,,low
G21011100127021,1500000US211110127021,G2101110012702,,,,,,,,917,813,104,0,0,0,0,1641,815,574,0,0,123,129,,724,,2,,470,,129,,,,90912.04347826086,120323.42748091603,38332.333333333336,44374.0,41.0,1248.0,137.0,876.0,88.0,788.0,103.0,348.0,117.0,1462.0,129.0,874.0,96.0,778.0,63.0,252.0,,,,,,25.0,,0.009383195929072233,-10.0,-2.0,0.009153318077803204,-0.012690355329949238,-0.00228310502283105,0.17385786802030456,0.16580976863753213,-0.008048099382772428,0.04717479567855765,-0.0497337961452638,-40.0,-0.11771691046938004,-96.0,0.1576128072906249,2.0,,,,,,,53.0,35.0,34.0,32.0,48.0,18.0,35.0,16.0,,,32.0,30.0,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low
G21011100127022,1500000US211110127022,G2101110012702,,,,,,,,946,803,103,0,0,26,14,572,527,8,0,0,0,37,,-374,,-276,,-95,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1000,,,,,,,,low
G21011100128011,1500000US211110128011,G2101110012801,,,,,,,,1691,494,1165,0,0,32,0,990,136,854,0,0,0,0,,-701,,-358,,-311,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,1000,,,,,,,,low
G21011100128012,1500000US211110128012,G2101110012801,,,,,,,,1722,27,1664,0,0,31,0,1642,200,1387,11,9,10,25,,-80,,173,,-277,,25,,,,90125.05042016807,113280.25,24317.181818181816,34551.23880597015,188.0,1999.0,709.0,1414.0,88.0,1326.0,81.0,733.0,284.0,2134.0,360.0,1417.0,49.0,1368.0,116.0,758.0,211110000000.0,750.0,1232.5,750.0,1145.0,51.0,99.0,-0.027654696107779944,42.0,3.0,-0.027522935779816515,0.03167420814479638,0.0021216407355021216,0.5346907993966817,0.2631578947368421,-0.27153290465983965,0.039036387922171026,0.023709348786748165,35.0,0.0013032203434679701,25.0,0.4208570328711523,2.0,,,,,,,99.0,57.0,43.0,56.0,40.0,51.0,69.0,58.0,,90.0,20.0,61.0,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low
G21011100131001,1500000US211110131001,G2101110013100,,,,,,,,1184,1119,8,3,35,11,8,1077,1001,7,0,3,25,41,,-107,,-118,,-1,,33,,,,245623.93591365896,351145.7889908257,92134.17245504855,104572.17073170732,536.5092344569999,874.3987955849999,44.183288409,515.1676962942,29.147961282300002,486.01973501189997,299.95373419739997,150.0992586414,575.0,833.0,43.0,507.0,15.0,492.0,186.0,145.0,211110000000.0,1099.0,1480.0,1200.0,1395.0,166.0,,-0.026993760600632473,5.980264988100032,-8.167696294200027,-0.02790524907751491,0.012304572339955718,-0.01585444187000353,0.0909084245476538,0.08739837398373984,-0.003510050563913958,0.07670111792825296,-0.23911491182616207,-113.95373419739997,-0.014118223226680549,-5.099258641400013,0.13499875176853793,1.0,,,,,,,51.0,58.0,39.0,53.0,62.0,16.0,10.0,50.0,,43.0,52.0,96.0,1000,,,,,,,,low
